epoch,link,log type,data
0,0,BSYS,5,INFO,Firmware SHA: 7C2E60DA
1758488471.82,1,DATA,SOFT2,79520,3057
1758488472.12,2,DATA,RBRD,81000,1498680
1758488472.32,1,DATA,SOFT2,80020,3058
1758488472.62,2,DATA,RBRD,81500,1507870
1758488472.82,1,DATA,SOFT2,80520,3058
1758488473.12,2,DATA,RBRD,82000,1509250
1758488473.32,1,DATA,SOFT2,81020,3057
1758488473.62,2,DATA,RBRD,82500,1503870
1758488473.82,1,DATA,SOFT2,81520,3058
1758488474.12,2,DATA,RBRD,83000,1492010
1758488474.32,1,DATA,SOFT2,82020,3058
1758488474.62,2,DATA,RBRD,83500,1478170
1758488474.82,1,DATA,SOFT2,82520,3057
1758488475.12,2,DATA,RBRD,84000,1468250
1758488475.32,1,DATA,SOFT2,83020,3058
1758488475.62,2,DATA,RBRD,84500,1463360
1758488475.82,1,DATA,SOFT2,83520,3058
1758488476.12,2,DATA,RBRD,85000,1461320
1758488476.32,1,DATA,SOFT2,84020,3058
1758488476.62,2,DATA,RBRD,85500,1459790
1758488476.82,1,DATA,SOFT2,84520,3058
1758488477.12,2,DATA,RBRD,86000,1456720
1758488477.32,1,DATA,SOFT2,85020,3057
1758488477.62,2,DATA,RBRD,86500,1454040
1758488477.82,1,DATA,SOFT2,85520,3058
1758488478.00,0,BSYS,87743,INFO,etmark 3496451584
1758488478.12,2,DATA,RBRD,87000,1452270
1758488478.32,1,DATA,SOFT2,86020,3058
1758488478.62,2,DATA,RBRD,87500,1451050
1758488478.82,1,DATA,SOFT2,86520,3058
1758488479.12,2,DATA,RBRD,88000,1451240
1758488479.32,1,DATA,SOFT2,87020,3058
1758488479.62,2,DATA,RBRD,88500,1455150
1758488479.82,1,DATA,SOFT2,87520,3058
1758488480.12,2,DATA,RBRD,89000,1463770
1758488480.32,1,DATA,SOFT2,88020,3057
1758488480.62,2,DATA,RBRD,89500,1477130
1758488480.82,1,DATA,SOFT2,88520,3058
1758488481.12,2,DATA,RBRD,90000,1493300
1758488481.32,1,DATA,SOFT2,89020,3058
1758488481.62,2,DATA,RBRD,90500,1507590
1758488481.82,1,DATA,SOFT2,89520,3058
